name,hg_19,cb,both
ERMP1,False,True,False
ADPRH,False,True,False
GBP4,False,True,False
FOXP1,False,True,False
AHSP,False,True,False
GPR78,False,True,False
NGRN,False,True,False
HELB,False,True,False
SEMA4D,False,True,False
ZNF814,False,True,False
PIM3,False,True,False
CDS2,False,True,False
PSTPIP1,False,True,False
MLEC,False,True,False
BRWD1-AS1,False,True,False
ATXN3L,False,True,False
MIR3689A,False,True,False
RNA5SP195,False,True,False
UPF3B,False,True,False
MBD3L5,False,True,False
SLX1B,False,True,False
NCKIPSD,False,True,False
BMP2,False,True,False
DST,False,True,False
AGAP1-IT1,False,True,False
MIR551A,False,True,False
ALYREF,False,True,False
CFAP95,False,True,False
PKD1L3,False,True,False
SETD9,False,True,False
IFI6,False,True,False
LINC00410,False,True,False
ELAC2,False,True,False
CENPP,False,True,False
ZNF518A,False,True,False
SLC44A2,False,True,False
GZMM,False,True,False
FABP4,False,True,False
MIR1911,False,True,False
BATF,False,True,False
MMP24,False,True,False
RAET1E,False,True,False
DERL1,False,True,False
MVB12A,False,True,False
MRPS6,False,True,False
C1QL3,False,True,False
PRAMEF6,False,True,False
PGRMC1,False,True,False
DLAT,False,True,False
YWHAE,False,True,False
PRPF40B,False,True,False
KIDINS220,False,True,False
ITGBL1,False,True,False
TRMT112,False,True,False
SLC25A14,False,True,False
CDKN2B,False,True,False
LCN15,False,True,False
SNTG1,False,True,False
SDAD1,False,True,False
SERTAD4,False,True,False
BRK1,False,True,False
KCNN4,False,True,False
GRB2,False,True,False
DACH2,False,True,False
GYPB,False,True,False
IGFBP5,False,True,False
MIR4421,False,True,False
SNORD14B,False,True,False
CCNA2,False,True,False
XXYLT1-AS2,False,True,False
SOGA3,False,True,False
ANKRD6,False,True,False
TENM1,False,True,False
DEFB118,False,True,False
CCR3,False,True,False
SLC45A1,False,True,False
SP1,False,True,False
RBM28,False,True,False
PTH2R,False,True,False
RN7SL510P,False,True,False
TRIM51,False,True,False
MIR3180-1,False,True,False
MIR548AM,False,True,False
PRR15L,False,True,False
MUC5AC,False,True,False
FNDC1,False,True,False
UGT2B17,False,True,False
GAGE12D,False,True,False
ARL5A,False,True,False
ZNF503,False,True,False
OR51B4,False,True,False
TXLNB,False,True,False
KCND3-IT1,False,True,False
C18orf15,False,True,False
VPS13C,False,True,False
C1S,False,True,False
UBE2Q1,False,True,False
NUF2,False,True,False
IFIT1B,False,True,False
ARMCX5-GPRASP2,False,True,False
TTC28,False,True,False
VWA5B2,False,True,False
FASTKD1,False,True,False
PPIB,False,True,False
ZC3H12B,False,True,False
COPA,False,True,False
SAMSN1,False,True,False
LTBP4,False,True,False
C8orf48,False,True,False
METTL13,False,True,False
CD24,False,True,False
C1orf74,False,True,False
PTGS1,False,True,False
RNA5SP498,False,True,False
PRDM12,False,True,False
SRY,False,True,False
TRIM64C,False,True,False
MIR934,False,True,False
RNA5SP176,False,True,False
SPCS2,False,True,False
KIF1B,False,True,False
PRAMEF20,False,True,False
PDC,False,True,False
BICC1,False,True,False
RN7SL339P,False,True,False
COPS7B,False,True,False
TTC23L,False,True,False
PREB,False,True,False
LRRC41,False,True,False
DUS4L,False,True,False
OR56A1,False,True,False
RNA5SP274,False,True,False
RASAL1,False,True,False
FAM204A,False,True,False
TAS2R16,False,True,False
RN7SL663P,False,True,False
LINC00460,False,True,False
RNA5SP374,False,True,False
MIR4742,False,True,False
CRNKL1,False,True,False
GON4L,False,True,False
MIR4710,False,True,False
FABP12,False,True,False
MIR5187,False,True,False
MGP,False,True,False
TSEN54,False,True,False
RNU7-51P,False,True,False
ZNF740,False,True,False
ING1,False,True,False
PCNT,False,True,False
SNRNP35,False,True,False
ACTC1,False,True,False
MACROH2A2,False,True,False
ZP2,False,True,False
TLCD5,False,True,False
HPS5,False,True,False
NGF,False,True,False
IMPDH2,False,True,False
SH3BP4,False,True,False
GRB14,False,True,False
PABIR1,False,True,False
YBX1,False,True,False
STPG3,False,True,False
MTRNR2L7,False,True,False
ZNF131,False,True,False
RN7SKP179,False,True,False
RN7SL215P,False,True,False
COL4A5,False,True,False
TUBE1,False,True,False
STEAP3-AS1,False,True,False
MERTK,False,True,False
TRADD,False,True,False
SMCR2,False,True,False
PPIP5K2,False,True,False
MIR3661,False,True,False
ASPG,False,True,False
SCRN2,False,True,False
PPP1R26,False,True,False
KRTCAP2,False,True,False
COX7A2L,False,True,False
SPATA31D1,False,True,False
LINC00226,False,True,False
HERC2,False,True,False
MIR4511,False,True,False
RUVBL1-AS1,False,True,False
MYO1D,False,True,False
HLA-DQB1-AS1,False,True,False
TMCC1,False,True,False
RAD52,False,True,False
MIR4435-2,False,True,False
NTM-IT,False,True,False
RBM17,False,True,False
RILPL1,False,True,False
SGPP2,False,True,False
FAM182A,False,True,False
SPIRE1,False,True,False
SPG11,False,True,False
RNA5SP428,False,True,False
RN7SL173P,False,True,False
GALNT1,False,True,False
GPD2,False,True,False
SCARNA8,False,True,False
ZNF239,False,True,False
TIFA,False,True,False
MIR510,False,True,False
DLG3-AS1,False,True,False
RNA5SP509,False,True,False
XAGE1B,False,True,False
MIR4495,False,True,False
CD200R1L,False,True,False
MIR580,False,True,False
ENTPD1,False,True,False
NBPF11,False,True,False
ZFP30,False,True,False
TCTA,False,True,False
FHL1,False,True,False
CHCHD4,False,True,False
CYLD,False,True,False
SPP2,False,True,False
LINC00378,False,True,False
HORMAD1,False,True,False
BOLA3-DT,False,True,False
ATXN2L,False,True,False
TAF1D,False,True,False
POU4F2,False,True,False
CETN1,False,True,False
SPTSSB,False,True,False
WDR17,False,True,False
FBXO31,False,True,False
FAM135A,False,True,False
SCARA5,False,True,False
PSEN1,False,True,False
YIF1B,False,True,False
ZGPAT,False,True,False
LINGO1,False,True,False
MOCS2,False,True,False
PRAMEF9,False,True,False
RNA5SP91,False,True,False
ARRDC5,False,True,False
KCNC2,False,True,False
RNA5SP473,False,True,False
ARRDC3-AS1,False,True,False
KNG1,False,True,False
EPOP,False,True,False
TMC7,False,True,False
RN7SKP216,False,True,False
RN7SL273P,False,True,False
RPS6KA3,False,True,False
SNORA70F,False,True,False
TRPS1,False,True,False
SNORD108,False,True,False
RPS13,False,True,False
NPTN-IT1,False,True,False
PRNT,False,True,False
MIR3622B,False,True,False
LNX2,False,True,False
PARVG,False,True,False
OR1L1,False,True,False
ZNF383,False,True,False
MIRLET7C,False,True,False
C4orf50,False,True,False
MYBPC2,False,True,False
U2AF1,False,True,False
RNF114,False,True,False
SYT8,False,True,False
FAM138E,False,True,False
LRRC27,False,True,False
TPM3,False,True,False
NLRP3,False,True,False
RBM3,False,True,False
PIGX,False,True,False
PRR23B,False,True,False
SNORD115-40,False,True,False
DENND11,False,True,False
NR4A2,False,True,False
CHRM3-AS2,False,True,False
PRB4,False,True,False
CLPTM1L,False,True,False
NBPF20,False,True,False
ZKSCAN5,False,True,False
PRRG4,False,True,False
RSAD1,False,True,False
ARRB2,False,True,False
SPINDOC,False,True,False
CHM,False,True,False
HIVEP1,False,True,False
MIR4724,False,True,False
LINC00424,False,True,False
CPLANE2,False,True,False
NUTF2,False,True,False
RNA5SP423,False,True,False
TMEM132A,False,True,False
STK33,False,True,False
TTC24,False,True,False
RABEP2,False,True,False
STUB1,False,True,False
TTLL12,False,True,False
RPL35A,False,True,False
VWC2L-IT1,False,True,False
COL7A1,False,True,False
CA6,False,True,False
DEFB106A,False,True,False
IQCF2,False,True,False
CYTH1,False,True,False
HNRNPM,False,True,False
NAAA,False,True,False
SLC25A30-AS1,False,True,False
SH3GL1,False,True,False
GNL2,False,True,False
EIF4EBP2,False,True,False
RBM15,False,True,False
MIR3129,False,True,False
RN7SL516P,False,True,False
LRRC4C,False,True,False
MIA2,False,True,False
PRB2,False,True,False
MCL1,False,True,False
AP1M2,False,True,False
TRNL2,True,False,False
MIR211,False,True,False
TUBG1,False,True,False
CYP4B1,False,True,False
MIR4775,False,True,False
RN7SL354P,False,True,False
RAB4A,False,True,False
PIK3R5,False,True,False
WIPF3,False,True,False
PCDHGA6,False,True,False
EEA1,False,True,False
NPHS2,False,True,False
MIR4767,False,True,False
RN7SL236P,False,True,False
RN7SL357P,False,True,False
GDPGP1,False,True,False
MAP3K10,False,True,False
STAP1,False,True,False
CDCA3,False,True,False
RN7SL314P,False,True,False
NUDT15,False,True,False
TRAK2,False,True,False
MIR4790,False,True,False
MIR222,False,True,False
GNAZ,False,True,False
TMEM239,False,True,False
SNORD4B,False,True,False
H4C5,False,True,False
FOXM1,False,True,False
MIR299,False,True,False
GOLGA6L10,False,True,False
TMEM191C,False,True,False
TMPRSS11E,False,True,False
PBX4,False,True,False
MRPL13,False,True,False
INE1,False,True,False
POLN,False,True,False
RCAN2,False,True,False
RN7SL253P,False,True,False
IDH3B,False,True,False
HCP5B,False,True,False
PHIP,False,True,False
TBXAS1,False,True,False
RN7SL32P,False,True,False
OXR1,False,True,False
SNX2,False,True,False
DEFB128,False,True,False
RNA5SP407,False,True,False
MIR4293,False,True,False
MRGPRG,False,True,False
FAM27E5,False,True,False
RSPO1,False,True,False
CASP12,False,True,False
MIR3201,False,True,False
MIR3941,False,True,False
EVI2A,False,True,False
OR5V1,False,True,False
DRD5,False,True,False
LINC00554,False,True,False
TTTY1B,False,True,False
INF2,False,True,False
RAMP2-AS1,False,True,False
PPFIA3,False,True,False
RNF121,False,True,False
B3GALT1,False,True,False
STX6,False,True,False
MIR4650-1,False,True,False
IER5,False,True,False
RAD50,False,True,False
ZNF358,False,True,False
UCKL1-AS1,False,True,False
TTTY8B,False,True,False
VOPP1,False,True,False
RNA5SP461,False,True,False
CD48,False,True,False
OPRPN,False,True,False
DARS1,False,True,False
IPMK,False,True,False
LRP12,False,True,False
TOMM70,False,True,False
SETMAR,False,True,False
SPAG5-AS1,False,True,False
BOD1L2,False,True,False
WWTR1-AS1,False,True,False
ZDHHC15,False,True,False
RUNX1T1,False,True,False
MIMT1,False,True,False
DPH2,False,True,False
MIR4763,False,True,False
SCN5A,False,True,False
LINC02210,True,True,True
ZNF781,False,True,False
AQP6,False,True,False
HOXD10,False,True,False
TSEN2,False,True,False
SYPL1,False,True,False
TMEM250,False,True,False
CTSG,False,True,False
CDADC1,False,True,False
GHRLOS,False,True,False
PRPF38B,False,True,False
CCDC62,False,True,False
IGFBP3,False,True,False
RNA5SP430,False,True,False
PIGY,False,True,False
OR52E8,False,True,False
RFPL3,False,True,False
RNU1-1,False,True,False
VAMP8,False,True,False
RN7SKP136,False,True,False
ZMAT4,False,True,False
BDNF-AS,False,True,False
SLC16A9,False,True,False
LGR5,False,True,False
FGD5-AS1,False,True,False
HVCN1,False,True,False
SYK,False,True,False
ATP5MGL,False,True,False
CCL17,False,True,False
TENT2,False,True,False
TASOR2,False,True,False
DCP2,False,True,False
RN7SL448P,False,True,False
H1-1,False,True,False
OR8I2,False,True,False
PLK1,False,True,False
SH3BGRL3,False,True,False
FAM215A,False,True,False
LINC00302,False,True,False
WFDC5,False,True,False
PLAG1,False,True,False
SLC17A3,False,True,False
CYP4F35P,False,True,False
NLGN4Y-AS1,False,True,False
MIR941-1,False,True,False
MIR302C,False,True,False
KRT14,False,True,False
RNA5SP233,False,True,False
CPXM2,False,True,False
GMPR2,False,True,False
CRX,False,True,False
ZNF133,False,True,False
PRR18,False,True,False
ARSJ,False,True,False
SAT2,False,True,False
MCOLN2,False,True,False
CDCP2,False,True,False
HIKESHI,False,True,False
SLC4A3,False,True,False
SIRT7,False,True,False
LAMA4,False,True,False
RN7SL615P,False,True,False
IRF2,False,True,False
RN7SKP229,False,True,False
MIR1179,False,True,False
UPF2,False,True,False
CAV3,False,True,False
TALDO1,False,True,False
ZNF425,False,True,False
TMSB15A,False,True,False
FGF18,False,True,False
S100A14,False,True,False
PHRF1,False,True,False
TTC36,False,True,False
RNU6ATAC18P,False,True,False
SLC9B2,False,True,False
RN7SKP162,False,True,False
BRD1,False,True,False
TTC9B,False,True,False
TGFB1,False,True,False
SCYL1,False,True,False
MIR942,False,True,False
YIPF1,False,True,False
USP51,False,True,False
RBPJ,False,True,False
LEFTY2,False,True,False
MIR5092,False,True,False
BFSP2,False,True,False
MIR1537,False,True,False
TBRG1,False,True,False
SMCO4,False,True,False
POU2F3,False,True,False
CD1D,False,True,False
RNU6-6P,False,True,False
PLAGL1,False,True,False
CLDN19,False,True,False
ARHGAP1,False,True,False
RNA5SP265,False,True,False
SAXO4,False,True,False
DCTPP1,False,True,False
MARCKS,False,True,False
ORM2,False,True,False
OR11H6,False,True,False
TRIM5,False,True,False
NIPSNAP3A,False,True,False
PIK3C2G,False,True,False
RAB25,False,True,False
AJUBA,False,True,False
SLC16A14,False,True,False
KASH5,False,True,False
METRN,False,True,False
NPAS1,False,True,False
RN7SL601P,False,True,False
ARMC9,False,True,False
KLF8,False,True,False
LGR6,False,True,False
CABP1,False,True,False
ZNF320,False,True,False
ZSWIM2,False,True,False
MUC15,False,True,False
APBB1,False,True,False
PIWIL2,False,True,False
ELK1,False,True,False
ACE,False,True,False
RAB36,False,True,False
XRCC5,False,True,False
SNX1,False,True,False
PTGS2,False,True,False
PCID2,False,True,False
MEIS1,False,True,False
LINC00304,False,True,False
ABR,False,True,False
SLC25A46,False,True,False
MIR4526,False,True,False
BRICD5,False,True,False
MIR637,False,True,False
MIR3690,False,True,False
MIR155,False,True,False
SH3GL3,False,True,False
PRSS46P,False,True,False
C1orf210,False,True,False
EGLN3,False,True,False
PHF10,False,True,False
SPRR2A,False,True,False
SNORD18C,False,True,False
RN7SKP186,False,True,False
ANKK1,False,True,False
CHMP7,False,True,False
SNORD115-37,False,True,False
SETD4,False,True,False
DRAP1,False,True,False
ART5,False,True,False
TMEM30B,False,True,False
RN7SKP208,False,True,False
CNOT9,False,True,False
WFDC9,False,True,False
MIR1302-5,False,True,False
CAB39L,False,True,False
ANHX,False,True,False
OIP5,False,True,False
CACNA1B,False,True,False
DHDDS,False,True,False
CT47A5,False,True,False
MIR582,False,True,False
PDHX,False,True,False
DHX9,False,True,False
CTAGE15,False,True,False
IFNL2,False,True,False
GRHL3,False,True,False
RNU4-38P,False,True,False
RASA4B,False,True,False
KLHL35,False,True,False
MTFR1L,False,True,False
DPYSL3,False,True,False
SNORA11B,False,True,False
SLC38A4,False,True,False
TMEM138,False,True,False
MIR4260,False,True,False
ICA1L,False,True,False
TCF24,False,True,False
SNORD22,False,True,False
BOD1L1,False,True,False
C19orf53,False,True,False
TTTY22,False,True,False
MIR147A,False,True,False
TMIGD2,False,True,False
BNIP1,False,True,False
SAMD5,False,True,False
MIR1247,False,True,False
RIT2,False,True,False
NMT2,False,True,False
OPCML,False,True,False
RN7SL239P,False,True,False
VPS54,False,True,False
ACTL7B,False,True,False
C9orf131,False,True,False
RNA5SP31,False,True,False
SERPING1,False,True,False
STS,False,True,False
ANGPTL3,False,True,False
LINC00423,False,True,False
EFNA4,False,True,False
SLC49A4,False,True,False
RN7SKP132,False,True,False
TEX55,False,True,False
RN7SL565P,False,True,False
C1orf94,False,True,False
SEC24B-AS1,False,True,False
SBK1,False,True,False
OR2AG1,False,True,False
LAMA2,False,True,False
DLEU7,False,True,False
SIAE,False,True,False
SULT1A2,False,True,False
ADM,False,True,False
RNU4ATAC15P,False,True,False
BRD9,False,True,False
AP1S1,False,True,False
SEC11C,False,True,False
GDPD2,False,True,False
TBC1D26,False,True,False
SERBP1,False,True,False
C11orf68,False,True,False
ALB,False,True,False
CDC37,False,True,False
HNF4A,False,True,False
IGF1R,False,True,False
RN7SL544P,False,True,False
RN7SL22P,False,True,False
ZIM3,False,True,False
RNR2,True,False,False
MRPL32,False,True,False
OR4F6,False,True,False
EPHA5,False,True,False
KATNAL1,False,True,False
EP300,False,True,False
HYI,False,True,False
HSD11B2,False,True,False
RNA5SP287,False,True,False
RNA5SP488,False,True,False
MAGED2,False,True,False
FAM167A,False,True,False
PCLO,False,True,False
POLR2J4,False,True,False
HP,False,True,False
ZNF835,False,True,False
MIR518F,False,True,False
YPEL3,False,True,False
FAM210B,False,True,False
MIR3612,False,True,False
HIPK1,False,True,False
RNA5SP452,False,True,False
PACRGL,False,True,False
GSS,False,True,False
TUBA4B,False,True,False
LINC00303,False,True,False
FSTL5,False,True,False
RAB7B,False,True,False
MBNL3,False,True,False
DZIP1,False,True,False
DHRS7B,False,True,False
RHOC,False,True,False
MFHAS1,False,True,False
SDR42E2,False,True,False
MYOM3,False,True,False
RN7SKP150,False,True,False
SPDYE4,False,True,False
CDK3,False,True,False
LINC00656,False,True,False
KIR2DL2,False,True,False
NETO1,False,True,False
GGA3,False,True,False
ENTREP1,False,True,False
CA7,False,True,False
MIR3130-1,False,True,False
FLRT1,False,True,False
FMR1NB,False,True,False
COL10A1,False,True,False
MTUS2-AS2,False,True,False
ISX,False,True,False
EREG,False,True,False
TFPI2,False,True,False
FOXD2,False,True,False
RN7SKP117,False,True,False
CACNA1C-AS2,False,True,False
CA11,False,True,False
PRM3,False,True,False
MIR526A1,False,True,False
STON1,False,True,False
KIF19,False,True,False
MIR320B2,False,True,False
BCKDHA,False,True,False
PCSK4,False,True,False
RNA5SP350,False,True,False
RNU6-26P,False,True,False
PPP2R2D,False,True,False
MIR596,False,True,False
PPP6R3,False,True,False
RALGAPA2,False,True,False
SCARNA3,False,True,False
MIR5695,False,True,False
TERC,False,True,False
ZNF618,False,True,False
STX2,False,True,False
ZNF780B,False,True,False
CIAO2B,False,True,False
CSTF3,False,True,False
MIR4647,False,True,False
SNORD115-8,False,True,False
BLOC1S1,False,True,False
SNORD121A,False,True,False
TAF4,False,True,False
NFKBID,False,True,False
TMEM238,False,True,False
MAN1A1,False,True,False
TRAPPC11,False,True,False
SFSWAP,False,True,False
AKR1B10,False,True,False
NOL8,False,True,False
SLC1A6,False,True,False
GADD45B,False,True,False
PPP4R1,False,True,False
CBLN4,False,True,False
APEH,False,True,False
CT45A2,False,True,False
LRRN1,False,True,False
SHROOM4,False,True,False
LHPP,False,True,False
MIR548F4,False,True,False
LINC00583,False,True,False
LYAR,False,True,False
MALAT1,False,True,False
AKR1C2,False,True,False
GJC1,False,True,False
CCNB1,False,True,False
SPATA31E1,False,True,False
SRSF3,False,True,False
RNA5SP93,False,True,False
FUT11,False,True,False
HAUS2,False,True,False
PI4KB,False,True,False
SNORD114-2,False,True,False
FMR1,False,True,False
BCKDK,False,True,False
UNC5C,False,True,False
SLC9A9,False,True,False
FANCF,False,True,False
SNORD114-17,False,True,False
CARMIL3,False,True,False
RN7SL310P,False,True,False
ZC2HC1B,False,True,False
PPP1R3E,False,True,False
RPL10A,False,True,False
GOLGA7B-DT,False,True,False
SMIM17,False,True,False
EAPP,False,True,False
TTTY7,False,True,False
SARS2,False,True,False
ZNF705G,False,True,False
MIR4522,False,True,False
PARD6B,False,True,False
JPH1,False,True,False
IFNLR1,False,True,False
SPRTN,False,True,False
NDST2,False,True,False
MARK4,False,True,False
MIR2682,False,True,False
PDCD10,False,True,False
RNU4-79P,False,True,False
MCHR1,False,True,False
TOR1A,False,True,False
LINC00449,False,True,False
KCTD2,False,True,False
SOX11,False,True,False
BLOC1S4,False,True,False
RN7SL271P,False,True,False
KRTAP13-2,False,True,False
KLHL23,False,True,False
RNA5SP219,False,True,False
MIR4693,False,True,False
MYMK,False,True,False
GPA33,False,True,False
INKA2,False,True,False
HIRA,False,True,False
VAX1,False,True,False
OR10X1,False,True,False
BVES,False,True,False
H2AC18,False,True,False
SF3B5,False,True,False
USP35,False,True,False
MCM6,False,True,False
OSGEP,False,True,False
RND3,False,True,False
DCAF13,False,True,False
TJP2,False,True,False
GBX2,False,True,False
RNA5SP28,False,True,False
CABLES1,False,True,False
CRIPTO,False,True,False
AFF4,False,True,False
MIR939,False,True,False
RN7SL728P,False,True,False
EWSR1,False,True,False
OR4M1,False,True,False
KBTBD3,False,True,False
CALCOCO2,False,True,False
BIRC6,False,True,False
KDM5A,False,True,False
CAMTA1,False,True,False
GRIN3A,False,True,False
PODXL2,False,True,False
SLC36A2,False,True,False
PTN,False,True,False
MRPS18B,False,True,False
ZC2HC1A,False,True,False
SYN1,False,True,False
HCN1,False,True,False
MIR548H2,False,True,False
MIR3675,False,True,False
MAL,False,True,False
YWHAH-AS1,False,True,False
ERVV-2,False,True,False
LNX1,False,True,False
EIF5A2,False,True,False
MTR,False,True,False
GRP,False,True,False
C9orf50,False,True,False
CIBAR1,False,True,False
GID4,False,True,False
LINC02210-CRHR1,True,False,False
TIFAB,False,True,False
RN7SL363P,False,True,False
CCN4,False,True,False
ZNF786,False,True,False
RPL38,False,True,False
SNORA24,False,True,False
FAM135B,False,True,False
LINC00297,False,True,False
TRAPPC4,False,True,False
INTU,False,True,False
SIMC1,False,True,False
FCGR2B,False,True,False
CELA3B,False,True,False
LYPLA2,False,True,False
SLAMF6,False,True,False
RN7SL62P,False,True,False
KHDC1,False,True,False
SCGB1C1,False,True,False
TMEM105,False,True,False
MIR4804,False,True,False
SGO2,False,True,False
DISC1-IT1,False,True,False
TANC1,False,True,False
CXCL13,False,True,False
GPR108,False,True,False
MIR1181,False,True,False
DSG4,False,True,False
TMEM170B,False,True,False
RN7SKP267,False,True,False
ZHX3,False,True,False
COPZ2,False,True,False
PWWP3A,False,True,False
GPR61,False,True,False
SPMIP5,False,True,False
RN7SKP246,False,True,False
POM121,False,True,False
C19orf73,False,True,False
CST4,False,True,False
LINC00161,False,True,False
LINC00165,False,True,False
RN7SL793P,False,True,False
BEST2,False,True,False
NECTIN4,False,True,False
PPP2R1B,False,True,False
TRPV3,False,True,False
RNA5SP22,False,True,False
NPPC,False,True,False
PALM,False,True,False
SSX2B,False,True,False
TMEM52,False,True,False
MRGPRG-AS1,False,True,False
PAGE5,False,True,False
DOCK2,False,True,False
RPH3AL,False,True,False
MAGEB6,False,True,False
KCNA5,False,True,False
EFR3B,False,True,False
CCDC179,False,True,False
WDR46,False,True,False
MTRNR2L6,False,True,False
TIAM2,False,True,False
CYP4V2,False,True,False
ZWILCH,False,True,False
H2AC20,False,True,False
FCRL3,False,True,False
IL32,False,True,False
RAB2A,False,True,False
ZNF284,False,True,False
CASTOR3P,False,True,False
PTPRN2,False,True,False
LINC00163,False,True,False
H2BC13,False,True,False
REV1,False,True,False
CALHM1,False,True,False
MTRNR2L11,False,True,False
RNA5SP502,False,True,False
RXRG,False,True,False
EVL,False,True,False
USP24,False,True,False
NCR1,False,True,False
RN7SL228P,False,True,False
TOP2B,False,True,False
CDH7,False,True,False
PIAS1,False,True,False
TRAPPC2B,False,True,False
ST7-OT4,False,True,False
MIR657,False,True,False
GAGE10,False,True,False
ECM2,False,True,False
CALML5,False,True,False
ICAM3,False,True,False
GPC6,False,True,False
GARNL3,False,True,False
CAGE1,False,True,False
PLEKHM1,False,True,False
RNU5E-9P,False,True,False
HOXA1,False,True,False
SNCA,False,True,False
NABP1,False,True,False
DACT1,False,True,False
CNOT10-AS1,False,True,False
MIR4665,False,True,False
FLNB,False,True,False
RHOBTB2,False,True,False
AQR,False,True,False
SNX7,False,True,False
GSK3A,False,True,False
NCKAP1,False,True,False
DAAM1,False,True,False
TMEM98,False,True,False
TACR1,False,True,False
SHROOM1,False,True,False
PINK1,False,True,False
TPRG1L,False,True,False
OR4C11,False,True,False
MIR378I,False,True,False
RPS8,False,True,False
TSPAN3,False,True,False
CTAGE6,False,True,False
GOLGA7,False,True,False
SLAMF9,False,True,False
ANKRD13B,False,True,False
BAHCC1,False,True,False
MIR1263,False,True,False
AMIGO1,False,True,False
RNA5SP365,False,True,False
RN7SKP218,False,True,False
USP2,False,True,False
ZNF267,False,True,False
FAM163A,False,True,False
MEN1,False,True,False
VAV3-AS1,False,True,False
MIR4323,False,True,False
SNW1,False,True,False
PITRM1-AS1,False,True,False
MIR4643,False,True,False
ACOT6,False,True,False
IGSF9,False,True,False
KCNK12,False,True,False
SPTLC2,False,True,False
RASAL3,False,True,False
OR1S1,False,True,False
PCDHB16,False,True,False
POLDIP3,False,True,False
KCNK9,False,True,False
SNORD115-35,False,True,False
CLIC1,False,True,False
DPM1,False,True,False
MED19,False,True,False
CD164,False,True,False
ARMCX6,False,True,False
C1QTNF5,False,True,False
RN7SL393P,False,True,False
RN7SL283P,False,True,False
SYN2,False,True,False
OBI1,False,True,False
SNORD113-3,False,True,False
TOR1AIP2,False,True,False
MIR1265,False,True,False
DSG2,False,True,False
DEK,False,True,False
MIR548H5,False,True,False
ASB16,False,True,False
SNORD114-23,False,True,False
TERB1,False,True,False
MBTPS2,False,True,False
CRLF3,False,True,False
MIR595,False,True,False
UBAP1L,False,True,False
FGD1,False,True,False
CEP350,False,True,False
RN7SKP239,False,True,False
CARTPT,False,True,False
MFF,False,True,False
UBE2H,False,True,False
MIR548X,False,True,False
TLR6,False,True,False
ECT2L,False,True,False
MIR4771-2,False,True,False
NABP2,False,True,False
MPP4,False,True,False
CIC,False,True,False
GPR89B,False,True,False
RNF157,False,True,False
COMP,False,True,False
SUSD2,False,True,False
RN7SKP102,False,True,False
OSTM1,False,True,False
POLR2D,False,True,False
FAM193B,False,True,False
FAAH2,False,True,False
ATF7,False,True,False
STOML2,False,True,False
LRP4-AS1,False,True,False
RN7SKP50,False,True,False
NKX6-1,False,True,False
POTEB,False,True,False
ZNF705B,False,True,False
NMRAL1,False,True,False
SLC45A3,False,True,False
MR1,False,True,False
SIGLEC15,False,True,False
UBE2M,False,True,False
RN7SL74P,False,True,False
BICRAL,False,True,False
RN7SL380P,False,True,False
SNX18,False,True,False
NQO2,False,True,False
SLIT2-IT1,False,True,False
RN7SKP45,False,True,False
EPYC,False,True,False
GCG,False,True,False
RRP12,False,True,False
MS4A6A,False,True,False
JAML,False,True,False
CELF2,False,True,False
DNAJC10,False,True,False
PLA2G4F,False,True,False
ZFP91-CNTF,False,True,False
MIR4653,False,True,False
SCD,False,True,False
PTER,False,True,False
NFYA,False,True,False
MYADM,False,True,False
GABRG2,False,True,False
LINC00299,False,True,False
RNU6ATAC2P,False,True,False
OR9G9,False,True,False
ELAC1,False,True,False
RN7SKP243,False,True,False
CDA,False,True,False
SLC6A5,False,True,False
GJA10,False,True,False
UBFD1,False,True,False
ZBED1,False,True,False
UPK3BL1,False,True,False
AKAP4,False,True,False
RABGGTA,False,True,False
PTPRM,False,True,False
GLO1,False,True,False
CBLC,False,True,False
PEG10,False,True,False
TMX1,False,True,False
ADM2,False,True,False
OR2A25,False,True,False
TOPBP1,False,True,False
CYP11B1,False,True,False
MED18,False,True,False
LIN28B,False,True,False
SLCO6A1,False,True,False
TMEM125,False,True,False
TM9SF4,False,True,False
RN7SL408P,False,True,False
IDI2-AS1,False,True,False
XPO6,False,True,False
BRD2,False,True,False
CHMP2B,False,True,False
NSUN2,False,True,False
MIR4267,False,True,False
NR2F2,False,True,False
LINC00434,False,True,False
TTBK2,False,True,False
TMEM215,False,True,False
LURAP1,False,True,False
FAM241B,False,True,False
AAR2,False,True,False
THEMIS2,False,True,False
MASP2,False,True,False
RIMS3,False,True,False
EIF1,False,True,False
RNA5SP333,False,True,False
ERP27,False,True,False
RN7SL493P,False,True,False
RCBTB1,False,True,False
GEMIN4,False,True,False
MPZ,False,True,False
CHKB,False,True,False
PDPR,False,True,False
TPTEP1,False,True,False
ATP2A3,False,True,False
MIR4446,False,True,False
RN7SL65P,False,True,False
IL18,False,True,False
SRSF2,False,True,False
TUBB,False,True,False
ZNF195,False,True,False
SNORD55,False,True,False
TEKT1,False,True,False
RNA5SP248,False,True,False
KIR2DS1,False,True,False
NDUFA5,False,True,False
PEX16,False,True,False
PGAP3,False,True,False
ANKRD44-IT1,False,True,False
RPL7,False,True,False
GP5,False,True,False
MIR599,False,True,False
BET1,False,True,False
ZNF254,False,True,False
RNF180,False,True,False
CDH8,False,True,False
ZNF888,False,True,False
ANKRD33B,False,True,False
